Date,Close/Last,Volume,Open,High,Low
03/03/2023,$34.16,39109090,$33.65,$34.29,$33.65
03/02/2023,$33.49,44623370,$33.66,$33.70,$33.00
03/01/2023,$34.14,29281550,$34.15,$34.49,$33.98
02/28/2023,$34.30,32620620,$34.35,$34.4885,$34.18
02/27/2023,$34.21,30137550,$34.45,$34.69,$34.165
02/24/2023,$34.21,27046640,$33.86,$34.2897,$33.84
02/23/2023,$34.26,28487970,$34.40,$34.60,$33.8594
02/22/2023,$34.29,38550420,$34.36,$34.55,$34.07
02/21/2023,$34.52,37068850,$34.91,$35.05,$34.27
02/17/2023,$35.35,28562700,$35.08,$35.39,$34.745
02/16/2023,$35.28,22681070,$35.42,$35.6601,$35.22
02/15/2023,$35.56,23516510,$35.32,$35.61,$35.16
02/14/2023,$35.62,33625200,$35.63,$35.99,$35.46
02/13/2023,$35.65,29163860,$35.48,$35.78,$35.39
02/10/2023,$35.58,32898900,$35.55,$35.59,$35.03
02/09/2023,$35.72,35257060,$36.27,$36.35,$35.56
02/08/2023,$36.50,28032760,$36.41,$36.84,$36.34
02/07/2023,$36.77,44100250,$36.17,$37.00,$36.13
02/06/2023,$36.37,29463200,$36.25,$36.44,$35.98
02/03/2023,$36.43,37411680,$36.02,$36.76,$35.90
02/02/2023,$36.13,33729060,$36.10,$36.3786,$35.435
02/01/2023,$35.92,44438730,$35.20,$36.26,$35.11
01/31/2023,$35.48,38917440,$35.17,$35.48,$35.00
01/30/2023,$35.30,27353500,$35.21,$35.56,$35.18
01/27/2023,$35.45,29964910,$35.44,$35.775,$35.265
01/26/2023,$35.34,30035460,$35.05,$35.35,$34.79
01/25/2023,$34.87,28859720,$34.30,$34.96,$34.25
01/24/2023,$34.57,26716730,$34.22,$34.79,$33.95
01/23/2023,$34.32,33683310,$33.81,$34.51,$33.75
01/20/2023,$33.85,45004370,$33.30,$33.89,$33.085
01/19/2023,$33.23,42707120,$33.285,$33.55,$32.89
01/18/2023,$33.72,54517760,$34.33,$34.34,$33.51
01/17/2023,$34.52,56458390,$34.69,$34.83,$34.15
01/13/2023,$35.23,89667820,$34.20,$35.39,$33.09
01/12/2023,$34.47,44230400,$34.60,$34.87,$34.36
01/11/2023,$34.38,36783730,$34.12,$34.44,$34.00
01/10/2023,$34.12,35096020,$33.74,$34.265,$33.64
01/09/2023,$33.89,43818820,$34.75,$34.7601,$33.71
01/06/2023,$34.41,34068730,$34.09,$34.58,$33.54
01/05/2023,$34.07,34177050,$33.92,$34.14,$33.58
01/04/2023,$34.14,41998550,$33.90,$34.8199,$33.83
01/03/2023,$33.51,35221500,$33.23,$34.09,$33.21
12/30/2022,$33.12,28198920,$33.10,$33.30,$32.86
12/29/2022,$33.14,22252910,$32.89,$33.16,$32.75
12/28/2022,$32.77,30541000,$32.57,$32.97,$32.535
12/27/2022,$32.53,22776090,$32.50,$32.67,$32.275
12/23/2022,$32.47,21378580,$32.40,$32.58,$32.19
12/22/2022,$32.39,30234430,$32.52,$32.58,$31.8715
12/21/2022,$32.68,32543960,$32.52,$32.87,$32.41
12/20/2022,$32.19,35561070,$32.40,$32.58,$32.14
12/19/2022,$32.06,38374110,$31.76,$32.23,$31.73
12/16/2022,$31.70,61795200,$31.62,$31.93,$31.35
12/15/2022,$31.77,49027580,$31.75,$31.99,$31.49
12/14/2022,$32.28,48819480,$32.80,$33.00,$32.1634
12/13/2022,$32.75,54804800,$33.55,$33.67,$32.565
12/12/2022,$32.73,41060490,$32.31,$32.78,$32.06
12/09/2022,$32.38,36985550,$32.11,$32.6014,$32.08
12/08/2022,$32.44,45491150,$32.965,$32.99,$32.18
12/07/2022,$32.74,49234140,$32.59,$32.92,$32.35
12/06/2022,$33.00,84085690,$34.57,$34.68,$32.405
12/05/2022,$34.47,71386650,$35.81,$35.89,$34.14
12/02/2022,$36.08,42295330,$36.06,$36.29,$35.81
12/01/2022,$36.55,46213200,$37.50,$37.69,$36.40
11/30/2022,$37.85,51747860,$36.90,$37.85,$36.20
11/29/2022,$37.00,27048800,$36.98,$37.15,$36.72
11/28/2022,$36.86,35446540,$37.40,$37.66,$36.83
11/25/2022,$37.70,16118500,$37.72,$37.865,$37.56
11/23/2022,$37.61,18934680,$37.49,$37.66,$37.37
11/22/2022,$37.49,23499320,$37.59,$37.80,$37.43
11/21/2022,$37.31,27935740,$37.09,$37.52,$37.06
11/18/2022,$37.19,32041750,$37.79,$37.85,$36.92
11/17/2022,$37.17,23693420,$36.88,$37.20,$36.56
11/16/2022,$37.36,23813030,$37.61,$37.735,$37.20
11/15/2022,$37.70,46082830,$38.19,$38.30,$37.295
11/14/2022,$37.76,35541400,$38.09,$38.26,$37.75
11/11/2022,$38.41,35688700,$38.19,$38.60,$37.965
11/10/2022,$38.13,45702790,$37.30,$38.22,$37.14
11/09/2022,$36.52,30164380,$36.88,$36.9619,$36.39
11/08/2022,$37.11,32664340,$37.09,$37.425,$36.75
11/07/2022,$37.01,37533670,$37.01,$37.34,$36.73
11/04/2022,$36.79,39369360,$36.50,$37.00,$36.22
11/03/2022,$35.89,30046470,$35.70,$36.14,$35.41
11/02/2022,$36.09,57380610,$36.07,$37.275,$35.95
11/01/2022,$36.20,29913150,$36.44,$36.76,$36.11
10/31/2022,$36.04,32565540,$36.00,$36.33,$35.81
10/28/2022,$36.18,31659110,$36.04,$36.30,$35.64
10/27/2022,$35.87,35261850,$36.15,$36.37,$35.77
10/26/2022,$35.70,41113540,$35.42,$36.09,$35.35
10/25/2022,$35.39,37132260,$34.74,$35.58,$34.53
10/24/2022,$35.07,33765560,$35.11,$35.26,$34.705
10/21/2022,$34.95,54870270,$33.56,$35.04,$33.56
10/20/2022,$33.70,39549110,$33.98,$34.625,$33.59
10/19/2022,$33.92,43139850,$34.58,$34.83,$33.77
10/18/2022,$34.88,81937930,$34.98,$35.3599,$34.28
10/17/2022,$33.62,88896790,$33.36,$33.87,$32.87
10/14/2022,$31.70,58172790,$31.81,$32.63,$31.57
10/13/2022,$31.69,67671020,$29.41,$31.77,$29.31
10/12/2022,$29.86,36137900,$29.64,$30.3099,$29.48
10/11/2022,$29.77,58123990,$30.37,$30.47,$29.57
10/10/2022,$30.66,37669110,$30.90,$31.045,$30.35
10/07/2022,$30.75,52304650,$31.17,$31.24,$30.525
10/06/2022,$31.46,40891900,$31.60,$31.88,$31.3619
10/05/2022,$31.92,35791140,$31.54,$32.03,$31.45
10/04/2022,$32.38,39758740,$31.72,$32.52,$31.66
10/03/2022,$31.09,34591710,$30.59,$31.28,$30.20
09/30/2022,$30.20,42294080,$30.76,$31.19,$30.165
09/29/2022,$30.66,35220880,$30.69,$30.8984,$30.21
09/28/2022,$31.07,38372850,$30.53,$31.31,$30.39
09/27/2022,$30.57,43396580,$31.27,$31.3679,$30.295
09/26/2022,$31.03,40360230,$31.32,$31.82,$30.6814
09/23/2022,$31.73,55316070,$31.93,$32.09,$31.21
09/22/2022,$32.50,47527460,$33.31,$33.42,$32.39
09/21/2022,$33.15,51667810,$34.31,$34.40,$33.12
09/20/2022,$34.17,33591050,$34.50,$34.7786,$33.88
09/19/2022,$34.69,29781990,$33.72,$34.87,$33.63
09/16/2022,$34.12,54281840,$34.19,$34.23,$33.66
09/15/2022,$34.51,44863250,$33.79,$34.895,$33.70
09/14/2022,$33.87,32004430,$34.20,$34.42,$33.54
09/13/2022,$34.00,40959630,$34.58,$34.72,$33.81
09/12/2022,$35.27,30533970,$35.20,$35.63,$35.025
09/09/2022,$34.94,37308710,$34.98,$35.25,$34.84
09/08/2022,$34.65,44361830,$33.46,$34.73,$33.27
09/07/2022,$33.57,40742640,$32.81,$33.67,$32.63
09/06/2022,$33.06,40762410,$33.64,$33.73,$32.61
09/02/2022,$33.43,44000790,$33.93,$34.48,$33.27
09/01/2022,$33.47,32848890,$33.34,$33.49,$32.6614
08/31/2022,$33.61,44917580,$34.14,$34.365,$33.60
08/30/2022,$34.09,48194900,$34.18,$34.28,$33.54
08/29/2022,$33.90,34931030,$33.86,$34.15,$33.61
08/26/2022,$34.03,36152570,$35.44,$35.475,$34.02
08/25/2022,$35.14,40576730,$34.60,$35.28,$34.45
08/24/2022,$34.52,31389360,$34.25,$34.795,$34.05
08/23/2022,$34.41,26587950,$34.67,$34.97,$34.36
08/22/2022,$34.72,31210310,$34.75,$34.815,$34.45
08/19/2022,$35.48,36485440,$35.96,$36.03,$35.31
08/18/2022,$36.28,23138280,$36.25,$36.40,$36.00
08/17/2022,$36.41,27125580,$36.20,$36.59,$36.08
08/16/2022,$36.64,31870170,$36.19,$36.94,$36.10
08/15/2022,$36.25,24907960,$35.84,$36.30,$35.67
08/12/2022,$36.30,31821680,$36.16,$36.31,$35.6933
08/11/2022,$35.91,50420770,$35.77,$36.06,$35.645
08/10/2022,$35.07,61415800,$34.50,$35.43,$34.45
