Date,Close/Last,Volume,Open,High,Low
08/09/2022,$33.92,40196920,$33.65,$33.96,$33.41
08/08/2022,$33.49,33474410,$34.17,$34.29,$33.45
08/05/2022,$33.96,35874540,$33.28,$34.33,$33.235
08/04/2022,$33.40,28404450,$33.52,$33.67,$33.17
08/03/2022,$33.64,30065780,$33.42,$33.75,$33.165
08/02/2022,$33.04,37884140,$33.60,$33.7199,$33.00
08/01/2022,$33.71,32336670,$33.62,$33.89,$33.22
07/29/2022,$33.81,48152530,$33.47,$33.94,$33.35
07/28/2022,$33.32,40176470,$33.50,$33.75,$32.895
07/27/2022,$33.59,30344780,$33.24,$33.77,$32.95
07/26/2022,$33.05,30645740,$33.41,$33.78,$32.96
07/25/2022,$33.73,30380960,$33.78,$33.975,$33.435
07/22/2022,$33.43,27115350,$33.60,$33.94,$33.09
07/21/2022,$33.65,31243970,$33.09,$33.665,$32.95
07/20/2022,$33.36,35514910,$33.18,$33.45,$32.95
07/19/2022,$33.35,46874860,$32.90,$33.62,$32.68
07/18/2022,$32.26,56382920,$33.08,$33.38,$32.105
07/15/2022,$32.25,77801690,$30.65,$32.63,$30.61
07/14/2022,$30.13,51707790,$30.09,$30.215,$29.67
07/13/2022,$30.84,44153700,$31.07,$31.145,$30.40
07/12/2022,$31.36,39527040,$31.02,$32.03,$30.98
07/11/2022,$31.46,29342280,$31.55,$31.79,$31.29
07/08/2022,$31.79,31153760,$32.01,$32.25,$31.56
07/07/2022,$31.86,40137870,$31.50,$32.01,$31.47
07/06/2022,$30.98,35933730,$31.01,$31.25,$30.64
07/05/2022,$31.24,47442660,$30.80,$31.24,$30.45
07/01/2022,$31.56,40236080,$30.98,$31.67,$30.63
06/30/2022,$31.13,46312260,$31.17,$31.55,$30.64
06/29/2022,$31.86,35149750,$32.23,$32.44,$31.66
06/28/2022,$32.26,49915910,$32.83,$33.497,$32.185
06/27/2022,$32.35,47900290,$32.415,$32.60,$31.905
06/24/2022,$32.31,79504690,$31.25,$32.7699,$31.23
06/23/2022,$32.08,44091460,$32.38,$32.405,$31.26
06/22/2022,$32.60,38335790,$32.39,$32.94,$32.32
06/21/2022,$32.85,53537220,$32.89,$33.29,$32.62
06/17/2022,$31.92,80470250,$32.03,$32.58,$31.635
06/16/2022,$31.85,61363410,$31.50,$32.00,$30.8591
06/15/2022,$32.05,51540140,$31.98,$32.49,$31.423
06/14/2022,$31.46,49349750,$31.92,$32.595,$31.225
06/13/2022,$32.02,61216580,$32.39,$32.77,$31.74
06/10/2022,$33.17,49346170,$33.68,$34.04,$33.02
06/09/2022,$34.51,49464070,$35.74,$35.84,$34.50
06/08/2022,$35.89,33590630,$35.92,$36.11,$35.52
06/07/2022,$36.35,29152220,$35.90,$36.405,$35.74
06/06/2022,$36.15,40394050,$36.70,$37.21,$36.10
06/03/2022,$36.19,25235200,$36.48,$36.68,$36.13
06/02/2022,$36.70,35341880,$36.41,$36.71,$36.065
06/01/2022,$36.67,35237940,$37.46,$37.47,$36.1717
05/31/2022,$37.20,71609160,$36.815,$37.53,$36.61
05/27/2022,$37.02,43365600,$36.89,$37.05,$36.58
05/26/2022,$36.67,60201240,$36.50,$36.84,$36.34
05/25/2022,$35.84,49343430,$35.50,$36.27,$35.29
05/24/2022,$35.65,46146670,$35.47,$35.96,$34.96
05/23/2022,$35.87,69081850,$34.76,$36.26,$34.66
05/20/2022,$33.86,62406550,$34.80,$34.98,$32.9561
05/19/2022,$34.45,47002710,$34.29,$34.84,$34.25
05/18/2022,$34.88,47396920,$35.62,$35.69,$34.605
05/17/2022,$35.99,42635620,$35.62,$36.215,$35.43
05/16/2022,$34.81,39076460,$35.00,$35.17,$34.413
05/13/2022,$35.17,49117860,$35.53,$35.73,$34.755
05/12/2022,$35.07,61231470,$35.01,$35.43,$34.2642
05/11/2022,$35.57,54969260,$35.90,$36.92,$35.51
05/10/2022,$35.76,60235260,$36.75,$37.125,$35.18
05/09/2022,$36.37,51241970,$36.87,$37.06,$36.06
05/06/2022,$37.45,50440080,$37.37,$37.62,$36.61
05/05/2022,$37.54,48860650,$38.05,$38.21,$36.8701
05/04/2022,$38.62,57860340,$37.37,$38.75,$37.285
05/03/2022,$37.13,48926010,$36.34,$37.63,$36.33
05/02/2022,$36.14,46652230,$36.03,$36.28,$35.40
04/29/2022,$35.68,47420200,$36.75,$37.13,$35.54
04/28/2022,$36.81,39567840,$36.73,$36.95,$36.16
04/27/2022,$36.25,39824870,$36.27,$36.91,$36.175
04/26/2022,$36.45,44809900,$36.88,$37.54,$36.42
04/25/2022,$37.29,64301120,$36.89,$37.40,$35.93
04/22/2022,$37.56,50409830,$38.81,$38.85,$37.50
04/21/2022,$38.91,46245950,$40.00,$40.21,$38.62
04/20/2022,$39.66,47064330,$40.15,$40.37,$39.61
04/19/2022,$39.57,53714210,$39.21,$39.88,$39.11
04/18/2022,$38.85,80080290,$37.42,$39.3099,$37.22
04/14/2022,$37.57,79032030,$38.49,$38.97,$37.42
04/13/2022,$38.82,45484230,$38.50,$39.01,$38.364
04/12/2022,$39.17,42855310,$39.57,$40.08,$38.8546
04/11/2022,$39.59,34198720,$39.48,$40.40,$39.39
04/08/2022,$39.67,41018860,$39.49,$40.10,$39.315
04/07/2022,$39.39,54585010,$39.89,$39.98,$38.845
04/06/2022,$39.70,54159780,$39.74,$40.01,$39.35
04/05/2022,$40.14,51781680,$40.44,$40.755,$40.04
04/04/2022,$40.83,53789440,$40.48,$41.1399,$40.16
04/01/2022,$40.90,61929180,$41.69,$41.74,$40.35
03/31/2022,$41.22,67902490,$42.84,$42.89,$41.20
03/30/2022,$43.00,36601760,$43.44,$43.6499,$42.75
03/29/2022,$43.44,46355830,$44.25,$44.3899,$43.11
03/28/2022,$43.55,37428600,$43.71,$43.75,$42.83
03/25/2022,$43.73,38968130,$43.48,$44.26,$43.33
03/24/2022,$43.07,30360800,$43.38,$43.4325,$42.885
03/23/2022,$43.09,48539320,$43.72,$44.01,$43.03
03/22/2022,$44.18,52360580,$43.82,$44.63,$43.695
03/21/2022,$42.84,47106350,$43.345,$43.43,$42.505
03/18/2022,$42.90,74470560,$42.76,$42.93,$42.26
03/17/2022,$43.03,50260240,$42.41,$43.04,$41.83
03/16/2022,$42.80,59477630,$42.24,$43.045,$41.9203
03/15/2022,$41.50,41395330,$41.26,$41.78,$40.87
03/14/2022,$41.20,54262360,$40.90,$42.18,$40.895
03/11/2022,$40.33,43946610,$41.04,$41.38,$40.29
03/10/2022,$40.67,48804380,$40.29,$41.475,$40.11
03/09/2022,$41.04,78207910,$40.31,$41.605,$40.1585
03/08/2022,$38.59,76553810,$39.07,$39.66,$38.17
03/07/2022,$38.34,109779000,$39.93,$40.11,$38.21
