Date,Close/Last,Volume,Open,High,Low
03/03/2023,$46.85,14947170,$46.02,$46.975,$45.91
03/02/2023,$45.80,19116480,$46.46,$46.62,$45.38
03/01/2023,$46.68,13382240,$46.50,$46.92,$46.25
02/28/2023,$46.77,18627240,$46.67,$47.03,$46.535
02/27/2023,$46.78,15468290,$46.94,$47.43,$46.72
02/24/2023,$46.62,16040300,$45.84,$46.76,$45.695
02/23/2023,$46.25,14783580,$46.12,$46.44,$45.785
02/22/2023,$46.01,13402930,$45.95,$46.23,$45.685
02/21/2023,$46.24,13652660,$47.07,$47.07,$45.97
02/17/2023,$47.49,13463810,$47.085,$47.57,$47.02
02/16/2023,$47.22,12631720,$47.60,$47.81,$47.19
02/15/2023,$47.97,12856710,$47.92,$48.258,$47.70
02/14/2023,$48.50,16844440,$47.93,$48.84,$47.75
02/13/2023,$48.13,16451660,$47.34,$48.15,$47.125
02/10/2023,$47.51,18929040,$47.405,$47.705,$46.98
02/09/2023,$47.57,17362110,$48.47,$48.625,$47.49
02/08/2023,$48.25,18070540,$47.70,$48.61,$47.61
02/07/2023,$48.13,21764790,$47.435,$48.41,$47.35
02/06/2023,$47.68,15948900,$47.26,$47.76,$47.15
02/03/2023,$47.58,17346890,$46.995,$48.04,$46.945
02/02/2023,$47.23,19057960,$47.315,$47.565,$46.43
02/01/2023,$47.33,21874610,$46.655,$47.80,$46.47
01/31/2023,$46.87,22840370,$46.32,$46.88,$46.06
01/30/2023,$46.29,19427390,$45.91,$46.65,$45.81
01/27/2023,$46.12,18161810,$45.81,$46.365,$45.81
01/26/2023,$45.81,16724630,$45.53,$45.90,$45.16
01/25/2023,$45.34,17285330,$44.05,$45.42,$44.03
01/24/2023,$44.45,13697170,$44.91,$45.20,$40.01
01/23/2023,$45.03,19692030,$43.935,$45.18,$43.87
01/20/2023,$43.92,23237240,$43.08,$43.94,$42.76
01/19/2023,$42.95,18565320,$42.91,$43.20,$42.52
01/18/2023,$43.38,20277990,$43.96,$44.61,$43.295
01/17/2023,$44.12,25473850,$43.84,$44.3675,$43.1802
01/13/2023,$44.22,41649670,$41.38,$44.36,$40.46
01/12/2023,$42.83,20940370,$43.05,$43.55,$42.80
01/11/2023,$42.74,18272130,$42.38,$42.825,$42.015
01/10/2023,$42.36,18348820,$42.67,$42.88,$42.015
01/09/2023,$42.39,21225580,$43.12,$43.13,$42.16
01/06/2023,$42.80,15247020,$42.59,$43.00,$42.1025
01/05/2023,$42.42,12380710,$42.58,$42.6299,$41.93
01/04/2023,$42.65,18943550,$42.255,$43.06,$42.23
01/03/2023,$41.79,15944340,$41.61,$42.135,$41.45
12/30/2022,$41.29,10021490,$41.11,$41.43,$40.99
12/29/2022,$41.33,11597070,$41.15,$41.40,$41.056
12/28/2022,$41.12,11889350,$40.94,$41.375,$40.86
12/27/2022,$41.04,10297640,$41.01,$41.135,$40.61
12/23/2022,$40.98,10167450,$40.69,$40.995,$40.45
12/22/2022,$40.68,17382730,$40.71,$40.74,$40.02
12/21/2022,$41.12,20170810,$41.36,$41.64,$40.92
12/20/2022,$40.98,25415430,$41.29,$42.56,$40.9701
12/19/2022,$41.82,17454160,$41.34,$41.91,$41.11
12/16/2022,$41.19,29836160,$41.03,$41.45,$40.85
12/15/2022,$41.37,16767020,$41.42,$41.71,$41.0134
12/14/2022,$42.18,22044440,$42.59,$43.225,$41.95
12/13/2022,$42.62,31496030,$43.88,$44.08,$42.11
12/12/2022,$42.86,18428880,$42.60,$42.93,$42.11
12/09/2022,$42.50,16023750,$42.33,$42.92,$42.32
12/08/2022,$42.58,17161420,$42.71,$42.89,$42.105
12/07/2022,$42.45,24114880,$43.09,$43.335,$42.44
12/06/2022,$43.40,25961450,$43.68,$43.85,$42.66
12/05/2022,$43.66,32574620,$45.70,$45.88,$43.62
12/02/2022,$45.94,29820380,$46.385,$46.52,$44.88
12/01/2022,$46.87,15980270,$47.93,$48.1788,$46.46
11/30/2022,$47.95,26417010,$47.32,$47.95,$46.14
11/29/2022,$47.57,13344940,$47.18,$47.65,$47.04
11/28/2022,$46.98,12493530,$47.12,$47.75,$46.92
11/25/2022,$47.44,4913253,$47.36,$47.64,$47.015
11/23/2022,$47.33,10878530,$47.12,$47.495,$46.99
11/22/2022,$47.11,11684930,$47.13,$47.395,$46.91
11/21/2022,$46.84,11656810,$46.375,$47.09,$46.375
11/18/2022,$46.50,10515280,$46.72,$46.77,$45.97
11/17/2022,$45.99,11357650,$45.715,$46.169,$45.47
11/16/2022,$46.21,14713330,$46.67,$46.845,$46.03
11/15/2022,$46.71,19076020,$47.38,$47.51,$46.235
11/14/2022,$46.87,13929950,$47.20,$47.565,$46.87
11/11/2022,$47.55,18076600,$48.10,$48.36,$47.33
11/10/2022,$47.95,23091920,$47.02,$48.11,$46.93
11/09/2022,$45.97,18318730,$46.80,$47.00,$45.95
11/08/2022,$47.18,14842740,$47.25,$47.47,$46.72
11/07/2022,$47.07,17713340,$47.13,$47.82,$46.81
11/04/2022,$46.74,27082490,$46.33,$46.91,$45.90
11/03/2022,$45.54,17140060,$46.20,$46.20,$45.4136
11/02/2022,$46.88,29250240,$46.88,$47.55,$46.49
11/01/2022,$46.95,22409130,$46.58,$47.06,$46.26
10/31/2022,$45.99,13999980,$46.14,$46.5163,$45.975
10/28/2022,$46.35,14990410,$45.91,$46.49,$45.47
10/27/2022,$45.65,14655470,$46.02,$46.49,$45.545
10/26/2022,$45.70,15013440,$45.66,$46.21,$45.47
10/25/2022,$45.37,16362250,$44.78,$45.595,$44.365
10/24/2022,$45.20,16154290,$44.95,$45.53,$44.8296
10/21/2022,$44.83,18632840,$43.64,$44.88,$43.57
10/20/2022,$43.65,17572660,$43.675,$44.43,$43.50
10/19/2022,$43.62,17876770,$44.18,$44.52,$43.30
10/18/2022,$44.67,24810430,$45.11,$45.30,$43.815
10/17/2022,$43.96,24506990,$44.655,$45.19,$43.89
10/14/2022,$43.17,33977460,$43.80,$44.925,$43.13
10/13/2022,$42.38,23808700,$39.75,$42.665,$39.75
10/12/2022,$40.51,16469940,$40.24,$41.22,$39.9575
10/11/2022,$40.23,19135870,$41.22,$41.32,$40.055
10/10/2022,$41.45,10973660,$41.94,$42.11,$41.15
10/07/2022,$41.79,17186700,$42.03,$42.12,$41.39
10/06/2022,$42.24,15634800,$42.87,$43.14,$42.21
10/05/2022,$43.31,15873360,$42.83,$43.54,$42.56
10/04/2022,$43.54,18601270,$42.16,$43.59,$42.16
10/03/2022,$41.58,16827630,$41.29,$41.80,$40.64
09/30/2022,$40.22,21182150,$40.64,$41.135,$40.18
09/29/2022,$40.50,14811340,$40.16,$40.69,$39.77
09/28/2022,$40.81,16033450,$39.90,$41.06,$39.90
09/27/2022,$40.03,17541410,$40.21,$40.59,$39.41
09/26/2022,$40.01,21419990,$40.14,$40.54,$39.335
09/23/2022,$40.41,23316200,$40.82,$40.98,$39.70
09/22/2022,$41.52,15499000,$42.49,$42.505,$41.44
09/21/2022,$42.27,19207120,$43.66,$43.81,$42.24
09/20/2022,$43.41,19503920,$43.89,$44.2893,$43.09
09/19/2022,$44.32,11324050,$43.43,$44.61,$43.41
09/16/2022,$43.94,21238770,$43.70,$44.06,$43.33
09/15/2022,$44.14,13173180,$43.40,$44.69,$43.35
09/14/2022,$43.28,15067770,$43.25,$43.605,$42.25
09/13/2022,$43.22,21124910,$44.35,$44.53,$43.04
09/12/2022,$45.53,12127940,$45.68,$46.135,$45.255
09/09/2022,$45.33,12877230,$45.51,$45.81,$45.25
09/08/2022,$45.23,18500270,$43.62,$45.26,$43.34
09/07/2022,$43.84,19475850,$42.54,$43.91,$42.25
09/06/2022,$42.88,14708720,$43.71,$43.88,$42.355
09/02/2022,$43.38,13025890,$44.30,$44.80,$43.17
09/01/2022,$43.70,13172980,$43.66,$43.74,$42.80
08/31/2022,$43.71,22609070,$44.28,$44.59,$43.605
08/30/2022,$44.14,14365040,$44.26,$44.435,$43.55
08/29/2022,$43.92,12504900,$43.80,$44.315,$43.58
08/26/2022,$43.97,13405210,$45.58,$45.72,$43.94
08/25/2022,$45.39,11783240,$44.79,$45.52,$44.43
08/24/2022,$44.64,11706720,$44.33,$44.70,$44.02
08/23/2022,$44.37,10475080,$44.46,$44.96,$44.28
08/22/2022,$44.41,12391390,$44.595,$44.74,$44.12
08/19/2022,$45.35,13143110,$45.90,$46.02,$45.04
08/18/2022,$46.14,7885936,$46.14,$46.20,$45.76
08/17/2022,$46.14,13151650,$45.715,$46.305,$45.55
08/16/2022,$46.06,12234120,$45.58,$46.315,$45.35
08/15/2022,$45.75,11070260,$45.41,$45.815,$44.91
08/12/2022,$45.94,10706010,$45.52,$45.96,$45.19
08/11/2022,$45.25,14038760,$45.00,$45.61,$44.893
08/10/2022,$44.33,14037550,$44.04,$44.70,$44.04
08/09/2022,$43.40,10489540,$43.22,$43.79,$42.99
08/08/2022,$43.19,12882190,$43.97,$44.19,$43.13
08/05/2022,$43.76,16021030,$42.58,$44.295,$42.53
08/04/2022,$42.77,15062820,$43.50,$43.595,$42.635
08/03/2022,$43.89,17359470,$43.39,$44.57,$43.25
08/02/2022,$42.88,17763980,$43.49,$43.54,$42.86
08/01/2022,$43.54,13668340,$43.44,$44.155,$43.16
07/29/2022,$43.87,17512750,$43.31,$44.345,$43.31
07/28/2022,$43.32,14527310,$43.55,$43.83,$42.71
07/27/2022,$43.71,19498410,$42.98,$43.97,$42.69
07/26/2022,$42.90,15446670,$43.11,$43.68,$42.81
07/25/2022,$43.50,20297870,$43.53,$43.91,$43.21
07/22/2022,$43.17,15965370,$43.17,$43.53,$42.69
07/21/2022,$43.28,17808950,$42.48,$43.37,$42.28
07/20/2022,$42.72,19111190,$42.54,$43.025,$42.355
07/19/2022,$42.90,25724210,$41.88,$43.07,$41.745
07/18/2022,$41.19,17991320,$41.93,$42.79,$41.02
07/15/2022,$41.13,40328340,$39.40,$41.81,$39.23
07/14/2022,$38.74,24355330,$38.09,$38.75,$37.43
07/13/2022,$39.07,14116760,$39.08,$39.3499,$38.41
07/12/2022,$39.60,15127340,$39.08,$40.47,$39.01
07/11/2022,$39.79,13117020,$39.67,$40.005,$39.24
07/08/2022,$40.18,14437510,$40.30,$40.695,$39.86
07/07/2022,$40.12,21060400,$40.21,$40.49,$39.725
07/06/2022,$39.50,17014090,$39.61,$40.0299,$38.925
07/05/2022,$40.10,19153310,$39.00,$40.12,$38.51
07/01/2022,$39.92,15333850,$38.72,$40.08,$38.46
06/30/2022,$39.17,20425670,$39.07,$39.71,$38.28
06/29/2022,$39.71,15778670,$40.27,$40.525,$39.545
06/28/2022,$40.18,18141740,$40.97,$41.56,$40.08
06/27/2022,$40.24,16996810,$40.84,$40.99,$39.895
06/24/2022,$40.76,39407720,$38.68,$41.10,$38.51
06/23/2022,$37.90,23143790,$38.06,$38.36,$37.15
06/22/2022,$38.60,18635440,$38.39,$39.07,$38.31
06/21/2022,$38.99,24884700,$39.86,$39.94,$38.865
06/17/2022,$38.48,59114260,$37.83,$38.97,$37.50
06/16/2022,$37.65,37991480,$37.36,$37.73,$36.54
06/15/2022,$38.17,31358080,$38.00,$38.66,$37.33
06/14/2022,$37.43,36817590,$38.765,$39.30,$37.01
06/13/2022,$38.99,27553790,$38.98,$39.68,$38.77
06/10/2022,$40.08,27625790,$41.03,$41.44,$40.02
06/09/2022,$42.67,20159160,$44.58,$44.63,$42.64
06/08/2022,$44.63,12364410,$44.88,$45.065,$44.23
06/07/2022,$45.47,13281640,$44.76,$45.54,$44.63
06/06/2022,$45.12,11867170,$45.34,$45.89,$44.96
06/03/2022,$44.82,12572420,$44.83,$45.3299,$44.61
06/02/2022,$45.33,14633270,$45.12,$45.43,$44.51
06/01/2022,$45.16,20417940,$45.955,$46.07,$44.395
05/31/2022,$45.77,40727420,$45.34,$46.27,$45.00
05/27/2022,$45.89,19482600,$45.70,$46.05,$45.45
05/26/2022,$45.60,23502480,$44.83,$45.76,$44.75
05/25/2022,$44.12,22343940,$43.09,$44.455,$43.03
05/24/2022,$43.29,23995960,$43.69,$43.77,$42.64
05/23/2022,$43.82,27979140,$42.73,$44.32,$42.73
05/20/2022,$41.67,35410450,$42.51,$42.79,$40.735
05/19/2022,$42.00,25211940,$41.70,$42.31,$41.565
05/18/2022,$42.11,27351300,$43.29,$43.31,$41.89
05/17/2022,$43.71,23340480,$42.99,$43.82,$42.96
05/16/2022,$42.21,16837420,$42.40,$42.67,$41.70
05/13/2022,$42.64,21253240,$42.45,$43.19,$42.28
05/12/2022,$41.81,30171670,$42.23,$42.41,$40.92
05/11/2022,$42.57,25291640,$43.11,$44.505,$42.49
05/10/2022,$43.08,25276070,$44.39,$44.7127,$42.1901
05/09/2022,$43.96,27132660,$43.97,$44.535,$43.23
05/06/2022,$44.55,27035310,$44.61,$44.88,$43.52
05/05/2022,$44.76,29978550,$45.00,$45.06,$43.4536
05/04/2022,$45.98,29467980,$44.31,$46.13,$44.18
05/03/2022,$44.16,21545260,$43.90,$44.6399,$43.66
05/02/2022,$43.67,25009320,$43.87,$44.04,$42.61
04/29/2022,$43.63,27149370,$45.04,$45.40,$43.505
04/28/2022,$45.17,17430980,$45.04,$45.31,$44.31
04/27/2022,$44.58,19520850,$44.41,$45.185,$44.14
04/26/2022,$44.58,21527420,$45.16,$45.9969,$44.56
04/25/2022,$45.83,30045490,$45.76,$45.97,$44.53
04/22/2022,$46.34,21676840,$47.69,$47.92,$46.26
04/21/2022,$47.78,19027640,$49.15,$49.4899,$47.60
04/20/2022,$48.65,25893020,$48.48,$49.37,$48.32
04/19/2022,$47.83,19753340,$47.39,$48.185,$47.3299
04/18/2022,$47.17,26120860,$46.22,$47.58,$46.1465
04/14/2022,$46.35,65583240,$45.89,$47.82,$45.03
04/13/2022,$48.54,20645250,$47.54,$48.62,$47.45
04/12/2022,$48.42,25791900,$49.68,$49.90,$48.00
04/11/2022,$49.33,27040960,$48.94,$50.19,$48.92
04/08/2022,$48.73,23659790,$48.00,$48.885,$47.93
04/07/2022,$47.74,29486490,$48.16,$48.30,$46.58
04/06/2022,$47.89,26001170,$47.69,$48.08,$47.40
04/05/2022,$48.12,21757290,$47.91,$48.90,$47.77
04/04/2022,$48.46,23817210,$48.45,$48.66,$47.605
04/01/2022,$48.71,29989950,$49.25,$49.47,$47.83
03/31/2022,$48.46,31238470,$49.75,$50.43,$48.43
03/30/2022,$50.11,30913810,$51.53,$51.68,$49.79
03/29/2022,$51.60,20915030,$53.06,$53.30,$51.523
03/28/2022,$51.81,24115390,$52.03,$52.11,$50.78
03/25/2022,$52.56,19137750,$51.47,$52.59,$51.41
03/24/2022,$51.33,19677770,$51.71,$51.815,$50.905
03/23/2022,$51.12,27988680,$52.76,$53.05,$51.095
03/22/2022,$53.39,28625570,$52.41,$54.20,$52.30
03/21/2022,$51.14,23411540,$51.66,$51.8001,$50.6099
03/18/2022,$51.42,60963400,$50.85,$51.54,$50.035
03/17/2022,$51.48,29930250,$51.02,$51.49,$50.225
03/16/2022,$51.60,34672820,$51.05,$52.215,$50.725
03/15/2022,$50.11,25080550,$50.16,$50.63,$49.33
03/14/2022,$49.86,28166600,$49.66,$50.3771,$49.295
