Date,Close/Last,Volume,Open,High,Low
12/28/2022,$132.46,8827738,$131.85,$133.41,$131.01
12/27/2022,$131.74,5410991,$131.57,$132.22,$130.55
12/23/2022,$131.28,5091905,$130.58,$131.44,$129.64
12/22/2022,$130.66,8651131,$131.10,$131.30,$128.41
12/21/2022,$132.16,8051704,$132.18,$132.98,$131.77
12/20/2022,$130.69,8549927,$130.97,$132.05,$130.20
12/19/2022,$130.06,9017156,$129.65,$131.33,$129.09
12/16/2022,$129.29,21133710,$129.15,$129.90,$128.425
12/15/2022,$130.10,12090290,$131.145,$132.08,$129.05
12/14/2022,$133.41,9966115,$133.78,$135.71,$132.76
12/13/2022,$134.08,10025380,$136.885,$137.09,$133.08
12/12/2022,$134.21,8841631,$132.40,$134.65,$131.60
12/09/2022,$132.16,7957818,$132.20,$133.76,$132.00
12/08/2022,$132.88,8907257,$132.33,$132.98,$131.43
12/07/2022,$131.50,11739430,$131.31,$133.08,$130.33
12/06/2022,$131.59,13966690,$133.39,$135.11,$129.87
12/05/2022,$131.37,10154530,$134.24,$134.57,$130.60
12/02/2022,$135.16,8932057,$134.49,$135.35,$133.34
12/01/2022,$136.24,8858472,$138.18,$138.66,$135.43
11/30/2022,$138.18,14761250,$136.09,$138.18,$133.19
11/29/2022,$136.56,7925322,$134.66,$136.64,$134.41
11/28/2022,$134.35,9907551,$136.07,$136.71,$134.19
11/25/2022,$136.74,3220496,$136.48,$137.14,$136.055
11/23/2022,$136.48,7316204,$134.94,$136.50,$134.86
11/22/2022,$135.04,9185670,$134.00,$135.27,$133.69
11/21/2022,$133.05,7800517,$133.74,$134.56,$132.75
11/18/2022,$133.84,9468537,$134.57,$134.67,$132.28
11/17/2022,$132.54,8824558,$132.00,$132.89,$131.28
11/16/2022,$133.12,7893359,$133.00,$133.56,$132.03
11/15/2022,$132.94,14038350,$134.68,$135.71,$131.60
11/14/2022,$133.91,11085600,$134.80,$135.73,$133.91
11/11/2022,$135.30,10704660,$135.19,$136.17,$133.7805
11/10/2022,$135.08,16351590,$132.63,$135.25,$132.53
11/09/2022,$129.74,9493961,$131.32,$131.43,$129.22
11/08/2022,$131.45,9884053,$131.24,$132.06,$130.14
11/07/2022,$131.37,12011160,$131.00,$132.29,$130.4816
11/04/2022,$130.68,14354350,$129.49,$130.83,$128.46
11/03/2022,$127.20,12474360,$126.31,$128.18,$125.91
11/02/2022,$126.97,16546090,$127.65,$130.36,$126.64
11/01/2022,$128.15,13386950,$126.87,$128.28,$126.33
10/31/2022,$125.88,13295170,$125.70,$127.43,$125.59
10/28/2022,$126.08,11859470,$125.29,$126.28,$124.05
10/27/2022,$124.60,10727610,$125.20,$126.20,$124.21
10/26/2022,$124.11,11671490,$123.00,$125.20,$122.88
10/25/2022,$122.70,11289100,$121.85,$123.2707,$120.89
10/24/2022,$122.38,12624180,$122.07,$123.10,$121.33
10/21/2022,$122.23,20593310,$116.46,$122.39,$116.33
10/20/2022,$116.13,12207440,$117.16,$118.71,$115.65
10/19/2022,$116.51,17072040,$117.99,$118.83,$115.6701
10/18/2022,$118.84,21539680,$119.66,$120.14,$116.96
10/17/2022,$115.86,22276270,$115.41,$117.01,$114.32
10/14/2022,$111.19,33420140,$111.962,$115.24,$110.724
10/13/2022,$109.37,22398710,$101.98,$109.90,$101.76
10/12/2022,$103.61,13180960,$101.80,$104.73,$101.28
10/11/2022,$101.96,12739700,$104.37,$104.54,$101.85
10/10/2022,$104.99,8931729,$106.73,$107.31,$104.52
10/07/2022,$105.98,11681090,$107.52,$107.71,$105.265
10/06/2022,$108.14,11521420,$109.46,$110.19,$107.94
10/05/2022,$110.39,10943500,$109.75,$110.95,$108.83
10/04/2022,$112.77,16013590,$110.61,$112.99,$109.86
10/03/2022,$107.73,12248140,$105.62,$108.36,$104.46
09/30/2022,$104.50,15973420,$106.06,$107.62,$104.40
09/29/2022,$106.16,12713930,$106.95,$107.28,$104.398
09/28/2022,$107.99,12762600,$105.95,$108.73,$105.64
09/27/2022,$105.85,12793610,$107.75,$108.17,$104.65
09/26/2022,$106.79,15753580,$108.00,$109.605,$106.06
09/23/2022,$109.14,18138570,$110.05,$110.3399,$107.16
09/22/2022,$111.21,11684460,$113.38,$113.60,$111.07
09/21/2022,$112.49,12606280,$116.54,$116.60,$112.42
09/20/2022,$115.83,9619026,$117.41,$117.69,$114.64
09/19/2022,$118.16,8201305,$116.00,$118.73,$115.51
09/16/2022,$117.08,14844140,$117.39,$117.40,$115.37
09/15/2022,$117.87,10821440,$116.12,$119.38,$115.755
09/14/2022,$116.12,9345718,$116.70,$117.84,$114.88
09/13/2022,$116.39,12904580,$118.07,$118.92,$115.78
09/12/2022,$120.58,8614630,$120.62,$121.55,$119.79
09/09/2022,$119.17,9302228,$119.14,$120.05,$118.67
09/08/2022,$118.60,11434980,$115.28,$118.79,$114.63
09/07/2022,$115.90,10647870,$113.13,$116.11,$112.76
09/06/2022,$113.74,9751914,$114.33,$114.745,$112.07
09/02/2022,$113.71,10666590,$115.87,$117.45,$113.185
09/01/2022,$114.51,9979823,$113.29,$114.63,$111.91
08/31/2022,$113.73,10738300,$114.48,$115.03,$113.339
08/30/2022,$114.41,10745400,$115.00,$115.58,$113.36
08/29/2022,$114.39,8117296,$114.00,$114.86,$113.46
08/26/2022,$114.67,11276210,$119.46,$119.99,$114.60
08/25/2022,$118.55,10758870,$116.16,$118.74,$115.68
08/24/2022,$115.80,9771264,$115.29,$116.41,$114.45
08/23/2022,$115.52,7607042,$116.69,$117.29,$115.3827
08/22/2022,$116.67,8967607,$116.75,$117.16,$115.50
08/19/2022,$118.63,13464470,$120.62,$120.99,$118.11
08/18/2022,$121.64,9531752,$122.24,$122.47,$120.55
08/17/2022,$122.59,8149335,$122.30,$123.16,$121.6948
08/16/2022,$123.63,9554966,$122.29,$124.2389,$121.87
08/15/2022,$122.46,8456202,$121.14,$122.72,$120.60
08/12/2022,$122.13,9906716,$120.67,$122.25,$119.44
08/11/2022,$120.14,11684860,$119.90,$121.20,$119.31
08/10/2022,$118.39,12847260,$117.96,$119.37,$117.50
08/09/2022,$115.38,10233750,$114.75,$115.99,$114.37
08/08/2022,$114.35,10339580,$116.25,$116.70,$114.18
08/05/2022,$115.76,14174640,$112.53,$116.1899,$112.05
08/04/2022,$112.36,18033850,$112.85,$113.32,$111.0214
08/03/2022,$113.61,14394500,$113.45,$114.0976,$111.71
08/02/2022,$112.43,14942850,$113.92,$114.395,$112.27
08/01/2022,$114.21,14740410,$114.50,$115.105,$113.07
07/29/2022,$115.36,12944540,$115.59,$116.50,$114.785
07/28/2022,$114.81,10384770,$115.25,$115.98,$113.53
07/27/2022,$115.24,9274454,$114.01,$115.74,$113.30
07/26/2022,$113.42,10675120,$114.58,$115.58,$113.03
07/25/2022,$115.22,9394033,$115.84,$116.46,$114.77
07/22/2022,$114.76,7645542,$115.24,$116.25,$113.67
07/21/2022,$115.32,11595860,$114.44,$115.53,$113.37
07/20/2022,$114.54,11667540,$114.10,$114.7389,$113.48
07/19/2022,$114.56,11862270,$113.13,$114.935,$112.67
07/18/2022,$111.79,13977900,$114.77,$115.8401,$111.29
07/15/2022,$112.95,18863890,$109.16,$113.88,$107.67
07/14/2022,$108.00,26204850,$107.99,$108.23,$106.06
07/13/2022,$111.91,12979880,$111.75,$112.4769,$110.38
07/12/2022,$112.97,11250920,$112.58,$115.18,$112.26
07/11/2022,$112.86,7944573,$113.55,$114.23,$112.215
07/08/2022,$114.36,8807840,$115.16,$115.65,$113.61
07/07/2022,$114.72,10347390,$113.50,$114.90,$113.40
07/06/2022,$111.89,10656200,$111.73,$112.99,$110.785
07/05/2022,$112.62,12515590,$110.77,$112.71,$109.30
07/01/2022,$114.05,10573580,$112.65,$114.415,$111.16
06/30/2022,$112.61,15172610,$113.17,$114.075,$110.93
06/29/2022,$115.30,9338432,$116.00,$116.82,$114.73
06/28/2022,$115.82,11615520,$117.67,$119.29,$115.60
06/27/2022,$116.38,11280490,$118.06,$118.50,$115.6417
06/24/2022,$117.32,14841090,$113.23,$117.82,$112.83
06/23/2022,$113.92,11851540,$115.01,$115.18,$111.48
06/22/2022,$115.18,9848572,$114.88,$116.1999,$114.39
06/21/2022,$115.83,11680490,$115.865,$117.03,$115.04
06/17/2022,$113.03,30919870,$113.54,$114.63,$112.16
06/16/2022,$113.43,16724860,$113.86,$114.2593,$111.87
06/15/2022,$115.41,14083550,$115.62,$116.95,$113.1683
06/14/2022,$114.06,13357910,$115.55,$117.32,$113.22
06/13/2022,$115.99,16805560,$116.86,$117.95,$115.06
06/10/2022,$119.55,12951760,$122.59,$123.40,$119.32
06/09/2022,$125.31,13565480,$127.37,$128.10,$125.27
06/08/2022,$128.00,8422110,$129.00,$129.45,$126.90
06/07/2022,$130.07,6722167,$128.83,$130.32,$128.6159
06/06/2022,$129.73,11323460,$131.09,$132.39,$129.46
06/03/2022,$130.16,8596022,$131.21,$131.77,$129.99
06/02/2022,$132.00,8374794,$129.90,$132.01,$128.67
06/01/2022,$129.91,10768020,$132.87,$132.87,$128.67
05/31/2022,$132.23,17015040,$130.18,$133.15,$129.71
05/27/2022,$131.27,11177760,$130.16,$131.27,$129.14
05/26/2022,$129.44,15990940,$128.37,$130.1939,$128.21
05/25/2022,$127.24,12780390,$126.28,$127.86,$125.17
05/24/2022,$126.36,19324920,$124.36,$127.49,$123.11
05/23/2022,$124.60,24376730,$120.46,$126.57,$120.45
05/20/2022,$117.34,13150100,$119.46,$119.67,$115.02
05/19/2022,$118.31,12765770,$118.19,$119.65,$117.63
05/18/2022,$120.09,12664910,$121.30,$121.97,$119.53
05/17/2022,$122.18,11160150,$121.04,$122.97,$120.81
05/16/2022,$118.26,10269030,$118.54,$119.46,$117.23
05/13/2022,$119.09,10443200,$119.41,$120.25,$117.96
05/12/2022,$118.04,16318800,$117.00,$118.32,$115.37
05/11/2022,$118.14,14630300,$119.30,$122.89,$117.94
05/10/2022,$118.89,16382440,$123.11,$123.78,$117.56
05/09/2022,$121.86,14312300,$122.11,$123.33,$120.50
05/06/2022,$123.72,14417940,$123.80,$124.29,$121.18
05/05/2022,$123.92,15055400,$125.25,$126.10,$122.16
05/04/2022,$127.10,17128540,$122.80,$127.40,$122.74
05/03/2022,$123.03,15720940,$121.53,$124.17,$120.78
05/02/2022,$120.45,18544960,$119.88,$120.71,$118.22
04/29/2022,$119.36,14874810,$123.05,$123.61,$118.90
04/28/2022,$123.34,13019940,$122.81,$123.65,$121.14
04/27/2022,$121.42,17215250,$122.33,$123.56,$121.22
04/26/2022,$123.02,17209540,$124.64,$126.41,$122.87
04/25/2022,$126.77,17149030,$126.01,$127.115,$123.11
04/22/2022,$126.81,14318840,$130.28,$130.52,$126.6879
04/21/2022,$130.56,12174180,$132.22,$132.81,$129.96
04/20/2022,$131.58,13430190,$132.52,$133.51,$131.34
04/19/2022,$131.12,15015450,$128.45,$131.32,$128.23
04/18/2022,$128.46,11834440,$125.67,$129.24,$125.54
04/14/2022,$126.12,18835190,$126.50,$128.30,$125.02
04/13/2022,$127.30,30838030,$126.94,$129.25,$126.01
04/12/2022,$131.54,12989860,$132.14,$134.58,$130.70
04/11/2022,$133.00,10466430,$133.00,$134.90,$132.57
04/08/2022,$133.49,13126940,$131.67,$133.90,$131.49
04/07/2022,$131.09,12994230,$130.95,$131.92,$128.73
04/06/2022,$131.49,12914730,$131.58,$132.56,$130.96
04/05/2022,$133.34,12110270,$134.07,$135.40,$133.01
04/04/2022,$135.91,17422940,$134.12,$136.94,$132.89
04/01/2022,$135.31,15721300,$137.40,$137.41,$133.80
03/31/2022,$136.32,17353940,$139.83,$140.345,$136.26
03/30/2022,$140.54,8771027,$141.90,$142.12,$139.91
03/29/2022,$141.18,11316500,$143.35,$143.595,$140.24
03/28/2022,$140.87,10818080,$140.00,$140.97,$137.895
03/25/2022,$141.92,8386416,$141.09,$143.18,$140.80
03/24/2022,$140.69,10017630,$140.30,$140.71,$139.11
03/23/2022,$139.78,12093220,$140.98,$141.585,$139.1999
03/22/2022,$142.62,13548590,$142.27,$143.93,$141.7202
03/21/2022,$139.65,12676050,$140.35,$140.76,$138.7301
03/18/2022,$140.10,23656520,$140.19,$140.85,$138.46
03/17/2022,$140.15,17050450,$136.86,$140.19,$135.9205
03/16/2022,$138.40,20354900,$134.87,$138.49,$134.43
03/15/2022,$132.48,15096600,$131.80,$133.55,$131.13
03/14/2022,$130.17,15786900,$129.46,$132.92,$129.23
03/11/2022,$128.89,20061790,$132.485,$134.08,$128.4249
03/10/2022,$131.86,15604250,$131.86,$133.45,$130.325
03/09/2022,$133.44,17536200,$132.90,$135.24,$132.44
03/08/2022,$128.30,19207820,$129.64,$131.79,$127.27
03/07/2022,$129.21,27560050,$132.17,$132.69,$128.9513
